"id","Name","Universe","Alignment","Eye_Color","Sex","GSM","Alive","AppearanceBin","Inaugural_Mo","Inaugural_Yr","IdentitiyStatus","URL","TotalAppearances"
1088,"Tomar-Tu (New Earth)","dc","Good Characters","White Eyes","Male Characters","","Living Characters",1,"Oct",1990,"Secret Identity","https://dc.fandom.com/wiki/Tomar-Tu_(New_Earth)",82
1089,"Kalibak (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Deceased Characters",1,"Mar",1971,"Public Identity","https://dc.fandom.com/wiki/Kalibak_(New_Earth)",82
1090,"Drury Walker (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Deceased Characters",1,"Feb",1951,"Secret Identity","https://dc.fandom.com/wiki/Drury_Walker_(New_Earth)",82
1091,"Terrence Thirteen (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Nov",1951,"Public Identity","https://dc.fandom.com/wiki/Terrence_Thirteen_(New_Earth)",82
1092,"Hannibal Hawkes (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Oct",1948,"Secret Identity","https://dc.fandom.com/wiki/Hannibal_Hawkes_(New_Earth)",82
1093,"Circe (New Earth)","dc","Bad Characters","Red Eyes","Female Characters","","Living Characters",1,"Aug",1988,"Public Identity","https://dc.fandom.com/wiki/Circe_(New_Earth)",81
1094,"Baran Flinders (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1981,"Public Identity","https://dc.fandom.com/wiki/Baran_Flinders_(New_Earth)",81
1095,"Mark Shaw (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1975,"Public Identity","https://dc.fandom.com/wiki/Mark_Shaw_(New_Earth)",81
1096,"Neal Emerson (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jun",1963,"Secret Identity","https://dc.fandom.com/wiki/Neal_Emerson_(New_Earth)",81
1097,"Cameron Chase (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Living Characters",1,"Jan",1998,"Secret Identity","https://dc.fandom.com/wiki/Cameron_Chase_(New_Earth)",80
1098,"John Corben (New Earth)","dc","Bad Characters","Photocellular Eyes","Male Characters","","Living Characters",1,"Jan",1987,"Secret Identity","https://dc.fandom.com/wiki/John_Corben_(New_Earth)",80
1099,"Vanessa Kapatelis (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Apr",1987,"","https://dc.fandom.com/wiki/Vanessa_Kapatelis_(New_Earth)",80
1100,"Lian Harper (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Deceased Characters",1,"Jun",1986,"Public Identity","https://dc.fandom.com/wiki/Lian_Harper_(New_Earth)",80
1101,"Malcolm Duncan (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Apr",1970,"Secret Identity","https://dc.fandom.com/wiki/Malcolm_Duncan_(New_Earth)",80
1102,"Samuel Scudder (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Mar",1959,"Secret Identity","https://dc.fandom.com/wiki/Samuel_Scudder_(New_Earth)",80
1103,"Sasha Bordeaux (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Dec",2000,"Secret Identity","https://dc.fandom.com/wiki/Sasha_Bordeaux_(New_Earth)",79
1104,"L-Ron (New Earth)","dc","Good Characters","Photocellular Eyes","Male Characters","","Living Characters",1,"Jun",1988,"Public Identity","https://dc.fandom.com/wiki/L-Ron_(New_Earth)",79
1105,"Rudolph Jones (New Earth)","dc","Bad Characters","","Male Characters","","Living Characters",1,"Apr",1987,"Secret Identity","https://dc.fandom.com/wiki/Rudolph_Jones_(New_Earth)",79
1106,"Valentina Vostok (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Sep",1977,"Secret Identity","https://dc.fandom.com/wiki/Valentina_Vostok_(New_Earth)",79
1107,"Paul Booker (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Mar",1966,"Secret Identity","https://dc.fandom.com/wiki/Paul_Booker_(New_Earth)",79
1108,"Abigail Hunkel (New Earth)","dc","Good Characters","Black Eyes","Female Characters","","Living Characters",1,"Jun",1939,"Secret Identity","https://dc.fandom.com/wiki/Abigail_Hunkel_(New_Earth)",79
1109,"Cyril Saunders (New Earth)","dc","Good Characters","Hazel Eyes","Male Characters","","Living Characters",1,"Mar",1937,"Public Identity","https://dc.fandom.com/wiki/Cyril_Saunders_(New_Earth)",79
1110,"Owen Mercer (New Earth)","dc","Reformed Criminals","Blue Eyes","Male Characters","","Deceased Characters",1,"Oct",2004,"Secret Identity","https://dc.fandom.com/wiki/Owen_Mercer_(New_Earth)",78
1111,"Christopher Smith (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Nov",1966,"Public Identity","https://dc.fandom.com/wiki/Christopher_Smith_(New_Earth)",78
1112,"Roger Hayden (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jun",1965,"Secret Identity","https://dc.fandom.com/wiki/Roger_Hayden_(New_Earth)",78
1113,"Hector Hammond (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1961,"Public Identity","https://dc.fandom.com/wiki/Hector_Hammond_(New_Earth)",78
1114,"Lorena Marquez (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"May",2004,"Secret Identity","https://dc.fandom.com/wiki/Lorena_Marquez_(New_Earth)",77
1115,"Boodikka (New Earth)","dc","Good Characters","Green Eyes","Female Characters","","Deceased Characters",1,"Jan",1992,"Public Identity","https://dc.fandom.com/wiki/Boodikka_(New_Earth)",77
1116,"Samuel Lane (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Jan",1987,"Public Identity","https://dc.fandom.com/wiki/Samuel_Lane_(New_Earth)",77
1117,"Thaddeus Sivana, Sr. (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Living Characters",1,"Apr",1987,"Public Identity","https://dc.fandom.com/wiki/Thaddeus_Sivana,_Sr._(New_Earth)",77
1118,"Joshua Clay (New Earth)","dc","","Brown Eyes","Male Characters","","Deceased Characters",1,"Sep",1977,"Secret Identity","https://dc.fandom.com/wiki/Joshua_Clay_(New_Earth)",77
1119,"Lashina (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Living Characters",1,"Feb",1972,"Secret Identity","https://dc.fandom.com/wiki/Lashina_(New_Earth)",77
1120,"Brain (New Earth)","dc","Bad Characters","","Male Characters","Homosexual Characters","Living Characters",1,"Mar",1964,"Secret Identity","https://dc.fandom.com/wiki/Brain_(New_Earth)",77
1121,"Curtis Metcalf (Dakotaverse)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Apr",1993,"Secret Identity","https://dc.fandom.com/wiki/Curtis_Metcalf_(Dakotaverse)",76
1122,"Brik (New Earth)","dc","Good Characters","White Eyes","Female Characters","","Living Characters",1,"May",1991,"Secret Identity","https://dc.fandom.com/wiki/Brik_(New_Earth)",76
1123,"Adrian Chase (New Earth)","dc","","Blue Eyes","Male Characters","","Deceased Characters",1,"Sep",1982,"Public Identity","https://dc.fandom.com/wiki/Adrian_Chase_(New_Earth)",76
1124,"Java (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Living Characters",1,"Jan",1965,"Public Identity","https://dc.fandom.com/wiki/Java_(New_Earth)",76
1125,"Horace Canfield (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Apr",1961,"Public Identity","https://dc.fandom.com/wiki/Horace_Canfield_(New_Earth)",76
1126,"Captain Harding (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Feb",1956,"Public Identity","https://dc.fandom.com/wiki/Captain_Harding_(New_Earth)",76
1127,"Helena Sandsmark (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Jan",1996,"Public Identity","https://dc.fandom.com/wiki/Helena_Sandsmark_(New_Earth)",75
1128,"Sarah Charles (New Earth)","dc","Good Characters","Brown Eyes","Female Characters","","Living Characters",1,"Sep",1985,"Public Identity","https://dc.fandom.com/wiki/Sarah_Charles_(New_Earth)",75
1129,"Tomar-Re (New Earth)","dc","Good Characters","Red Eyes","Male Characters","","Deceased Characters",1,"Jun",1961,"Secret Identity","https://dc.fandom.com/wiki/Tomar-Re_(New_Earth)",75
1130,"Richard Flag, Jr. (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Sep",1959,"Secret Identity","https://dc.fandom.com/wiki/Richard_Flag,_Jr._(New_Earth)",75
1131,"Nathaniel Heywood (New Earth)","dc","Good Characters","Green Eyes","Male Characters","","Living Characters",1,"Mar",2007,"Secret Identity","https://dc.fandom.com/wiki/Nathaniel_Heywood_(New_Earth)",74
1132,"Hugh Dawkins (New Earth)","dc","Good Characters","White Eyes","Male Characters","Homosexual Characters","Living Characters",1,"Nov",1986,"Secret Identity","https://dc.fandom.com/wiki/Hugh_Dawkins_(New_Earth)",74
1133,"Matthew Cable (New Earth)","dc","","","Male Characters","","Living Characters",1,"Nov",1972,"Secret Identity","https://dc.fandom.com/wiki/Matthew_Cable_(New_Earth)",74
1134,"Starro (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Living Characters",1,"Mar",1960,"","https://dc.fandom.com/wiki/Starro_(New_Earth)",74
1135,"Topo (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"Oct",1956,"","https://dc.fandom.com/wiki/Topo_(New_Earth)",74
1136,"Winslow Schott (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Sep",1943,"Public Identity","https://dc.fandom.com/wiki/Winslow_Schott_(New_Earth)",74
1137,"Ultra-Humanite (New Earth)","dc","","Red Eyes","Male Characters","","Living Characters",1,"Jun",1939,"Secret Identity","https://dc.fandom.com/wiki/Ultra-Humanite_(New_Earth)",74
1138,"Neron (New Earth)","dc","Bad Characters","White Eyes","Male Characters","","Living Characters",1,"Nov",1995,"Secret Identity","https://dc.fandom.com/wiki/Neron_(New_Earth)",73
1139,"Victor Zsasz (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jun",1992,"Public Identity","https://dc.fandom.com/wiki/Victor_Zsasz_(New_Earth)",73
1140,"Kay Challis (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Feb",1989,"Public Identity","https://dc.fandom.com/wiki/Kay_Challis_(New_Earth)",73
1141,"Roland Desmond (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Nov",1965,"Public Identity","https://dc.fandom.com/wiki/Roland_Desmond_(New_Earth)",73
1142,"Carl Sands (New Earth)","dc","Bad Characters","Brown Eyes","Male Characters","","Living Characters",1,"Jul",1961,"Secret Identity","https://dc.fandom.com/wiki/Carl_Sands_(New_Earth)",73
1143,"Dane Dorrance (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Aug",1960,"Public Identity","https://dc.fandom.com/wiki/Dane_Dorrance_(New_Earth)",73
1144,"Flying Cloud (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Deceased Characters",1,"Dec",1960,"Public Identity","https://dc.fandom.com/wiki/Flying_Cloud_(New_Earth)",73
1145,"Peter Merkel, Jr. (New Earth)","dc","Bad Characters","Grey Eyes","Male Characters","","Living Characters",1,"Jul",2005,"Secret Identity","https://dc.fandom.com/wiki/Peter_Merkel,_Jr._(New_Earth)",72
1146,"Garryn Bek (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jan",1989,"Public Identity","https://dc.fandom.com/wiki/Garryn_Bek_(New_Earth)",72
1147,"Jose Delgado (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"May",1987,"Secret Identity","https://dc.fandom.com/wiki/Jose_Delgado_(New_Earth)",72
1148,"Mogo (New Earth)","dc","Good Characters","","Male Characters","","Living Characters",1,"May",1985,"Public Identity","https://dc.fandom.com/wiki/Mogo_(New_Earth)",72
1149,"Cain (New Earth)","dc","Bad Characters","Black Eyes","Male Characters","","Living Characters",1,"Aug",1968,"Public Identity","https://dc.fandom.com/wiki/Cain_(New_Earth)",72
1150,"Steven Trevor (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Dec",1941,"Public Identity","https://dc.fandom.com/wiki/Steven_Trevor_(New_Earth)",72
1151,"Edgar Cizko (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"May",1991,"Secret Identity","https://dc.fandom.com/wiki/Edgar_Cizko_(New_Earth)",71
1152,"Louise Lincoln (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Living Characters",1,"Mar",1984,"Public Identity","https://dc.fandom.com/wiki/Louise_Lincoln_(New_Earth)",71
1153,"Brian Savage (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Apr",1977,"Public Identity","https://dc.fandom.com/wiki/Brian_Savage_(New_Earth)",71
1154,"Thomas Oscar Morrow (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Mar",1964,"Public Identity","https://dc.fandom.com/wiki/Thomas_Oscar_Morrow_(New_Earth)",71
1155,"Amazo (New Earth)","dc","Bad Characters","Red Eyes","Male Characters","","Living Characters",1,"Jul",1960,"Public Identity","https://dc.fandom.com/wiki/Amazo_(New_Earth)",71
1156,"Kingsley Faraday (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Aug",1950,"Public Identity","https://dc.fandom.com/wiki/Kingsley_Faraday_(New_Earth)",70
1157,"Clifford Zmeck (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Living Characters",1,"Feb",1988,"Secret Identity","https://dc.fandom.com/wiki/Clifford_Zmeck_(New_Earth)",69
1158,"Nabu (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"May",1941,"Public Identity","https://dc.fandom.com/wiki/Nabu_(New_Earth)",69
1159,"Bleez (New Earth)","dc","Neutral Characters","Blue Eyes","Female Characters","","Living Characters",1,"Dec",2008,"Public Identity","https://dc.fandom.com/wiki/Bleez_(New_Earth)",68
1160,"Hannu (New Earth)","dc","Good Characters","White Eyes","Male Characters","","Living Characters",1,"Feb",1994,"Public Identity","https://dc.fandom.com/wiki/Hannu_(New_Earth)",68
1161,"Catherine Cobert (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Dec",1987,"","https://dc.fandom.com/wiki/Catherine_Cobert_(New_Earth)",68
1162,"Harry Stein (New Earth)","dc","Good Characters","Brown Eyes","Male Characters","","Living Characters",1,"Nov",1985,"Public Identity","https://dc.fandom.com/wiki/Harry_Stein_(New_Earth)",68
1163,"Adeline Kane (New Earth)","dc","Neutral Characters","Green Eyes","Female Characters","","Deceased Characters",1,"Aug",1983,"Secret Identity","https://dc.fandom.com/wiki/Adeline_Kane_(New_Earth)",68
1164,"Green Man (New Earth)","dc","","Red Eyes","Male Characters","","Deceased Characters",1,"May",1983,"Public Identity","https://dc.fandom.com/wiki/Green_Man_(New_Earth)",68
1165,"Tara Markov (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Deceased Characters",1,"Dec",1982,"Secret Identity","https://dc.fandom.com/wiki/Tara_Markov_(New_Earth)",68
1166,"Shakira (New Earth)","dc","Good Characters","","Female Characters","","Living Characters",1,"Apr",1980,"Public Identity","https://dc.fandom.com/wiki/Shakira_(New_Earth)",68
1167,"Tara Morgan (New Earth)","dc","Good Characters","","Female Characters","","Living Characters",1,"Nov",1975,"Public Identity","https://dc.fandom.com/wiki/Tara_Morgan_(New_Earth)",68
1168,"Isaac Bowin (New Earth)","dc","","Blue Eyes","Male Characters","","Deceased Characters",1,"Jan",1948,"Secret Identity","https://dc.fandom.com/wiki/Isaac_Bowin_(New_Earth)",68
1169,"Hop Harrigan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1939,"Public Identity","https://dc.fandom.com/wiki/Hop_Harrigan_(New_Earth)",68
1170,"Sonia Sato (New Earth)","dc","Good Characters","","Female Characters","","Living Characters",1,"Jan",2007,"Secret Identity","https://dc.fandom.com/wiki/Sonia_Sato_(New_Earth)",67
1171,"Vath Sarn (New Earth)","dc","Good Characters","Black Eyes","Male Characters","","Living Characters",1,"Nov",2005,"Public Identity","https://dc.fandom.com/wiki/Vath_Sarn_(New_Earth)",67
1172,"Mercy Graves (New Earth)","dc","Bad Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1999,"Public Identity","https://dc.fandom.com/wiki/Mercy_Graves_(New_Earth)",67
1173,"Arnold Munro (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Jun",1987,"Public Identity","https://dc.fandom.com/wiki/Arnold_Munro_(New_Earth)",67
1174,"Bibbo Bibbowski (New Earth)","dc","Good Characters","Grey Eyes","Male Characters","","Living Characters",1,"May",1987,"Public Identity","https://dc.fandom.com/wiki/Bibbo_Bibbowski_(New_Earth)",67
1175,"Jebediah of Canaan (New Earth)","dc","Good Characters","Blue Eyes","Male Characters","","Living Characters",1,"Apr",1987,"Secret Identity","https://dc.fandom.com/wiki/Jebediah_of_Canaan_(New_Earth)",67
1176,"Lawrence Bolatinsky (New Earth)","dc","Bad Characters","Blue Eyes","Male Characters","","Deceased Characters",1,"Nov",1984,"Secret Identity","https://dc.fandom.com/wiki/Lawrence_Bolatinsky_(New_Earth)",67
1177,"Lydea Mallor (New Earth)","dc","Good Characters","Blue Eyes","Female Characters","","Living Characters",1,"Aug",1982,"Public Identity","https://dc.fandom.com/wiki/Lydea_Mallor_(New_Earth)",67
